material_code_1,description_1,material_code_2,description_2,text_similarity_score,same_unspsc_category,is_duplicate,duplicate_type
1151193753,"FILT.ELEM,20MIC,SRVC:0FF BASE FUEL FILT.",3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",0.0,True,False,Not-Duplicate
1151193783,"FILTER ELEMENT,10 MIC,MAKE: EPE",1151193803,"FILTER ELEMENT, 10 MIC,NAP, GT3,MAKE:EPE",0.4,True,False,Not-Duplicate
1151193783,"FILTER ELEMENT,10 MIC,MAKE: EPE",3399990453,"FILTER ELEMENT, EPE:2.0018 G25 A000P",0.2,True,False,Not-Duplicate
1151193783,"FILTER ELEMENT,10 MIC,MAKE: EPE",3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",0.091,True,False,Not-Duplicate
1151193783,"FILTER ELEMENT,10 MIC,MAKE: EPE",3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",0.0,True,False,Not-Duplicate
1151193803,"FILTER ELEMENT, 10 MIC,NAP, GT3,MAKE:EPE",3399990453,"FILTER ELEMENT, EPE:2.0018 G25 A000P",0.273,True,False,Not-Duplicate
1151193803,"FILTER ELEMENT, 10 MIC,NAP, GT3,MAKE:EPE",3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",0.077,True,False,Not-Duplicate
1151193803,"FILTER ELEMENT, 10 MIC,NAP, GT3,MAKE:EPE",3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",0.0,True,False,Not-Duplicate
1151193803,"FILTER ELEMENT, 10 MIC,NAP, GT3,MAKE:EPE",2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",0.077,False,False,Not-Duplicate
3399990453,"FILTER ELEMENT, EPE:2.0018 G25 A000P",3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",0.091,True,False,Not-Duplicate
3399990453,"FILTER ELEMENT, EPE:2.0018 G25 A000P",3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",0.0,True,False,Not-Duplicate
3399990453,"FILTER ELEMENT, EPE:2.0018 G25 A000P",2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",0.091,False,False,Not-Duplicate
3399990453,"FILTER ELEMENT, EPE:2.0018 G25 A000P",2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",0.0,False,False,Not-Duplicate
3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",0.0,True,False,Not-Duplicate
3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",0.0,False,False,Not-Duplicate
3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",0.0,False,False,Not-Duplicate
3399994774,"CARTRIDGE FILTER FOR DESAL PLANT,5MICRO",2810950184,"TOWER AC INDOOR COIL, 48CY",0.0,False,False,Not-Duplicate
3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",0.0,False,False,Not-Duplicate
3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",0.0,False,False,Not-Duplicate
3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",2810950184,"TOWER AC INDOOR COIL, 48CY",0.0,False,False,Not-Duplicate
3399995484,"CARTRIDGE+RETAINER,750MM,CPCL 14T102 A/B",2810950344,"TOWER AC OUTDOOR COIL,48CY",0.0,False,False,Not-Duplicate
2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",0.222,True,False,Not-Duplicate
2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",2810950184,"TOWER AC INDOOR COIL, 48CY",0.333,True,False,Not-Duplicate
2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",2810950344,"TOWER AC OUTDOOR COIL,48CY",0.222,True,False,Not-Duplicate
2810950164,"WINDOW AC EVAPORATING COIL, 192G00159",2810950804,PACKAGE AC CAPACITY 11 TR,0.1,True,False,Not-Duplicate
2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",2810950184,"TOWER AC INDOOR COIL, 48CY",0.222,True,False,Not-Duplicate
2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",2810950344,"TOWER AC OUTDOOR COIL,48CY",0.25,True,False,Not-Duplicate
2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",2810950804,PACKAGE AC CAPACITY 11 TR,0.111,True,False,Not-Duplicate
2810950174,"WIMDOW AC CONDENSING COIL,S.NO-192G00159",2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,0.1,True,False,Not-Duplicate
2810950184,"TOWER AC INDOOR COIL, 48CY",2810950344,"TOWER AC OUTDOOR COIL,48CY",0.571,True,False,Not-Duplicate
2810950184,"TOWER AC INDOOR COIL, 48CY",2810950804,PACKAGE AC CAPACITY 11 TR,0.1,True,False,Not-Duplicate
2810950184,"TOWER AC INDOOR COIL, 48CY",2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,0.091,True,False,Not-Duplicate
2810950184,"TOWER AC INDOOR COIL, 48CY",2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",0.0,True,False,Not-Duplicate
2810950344,"TOWER AC OUTDOOR COIL,48CY",2810950804,PACKAGE AC CAPACITY 11 TR,0.111,True,False,Not-Duplicate
2810950344,"TOWER AC OUTDOOR COIL,48CY",2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,0.1,True,False,Not-Duplicate
2810950344,"TOWER AC OUTDOOR COIL,48CY",2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",0.0,True,False,Not-Duplicate
2810950344,"TOWER AC OUTDOOR COIL,48CY",2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",0.0,True,False,Not-Duplicate
2810950804,PACKAGE AC CAPACITY 11 TR,2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,0.1,True,False,Not-Duplicate
2810950804,PACKAGE AC CAPACITY 11 TR,2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",0.071,True,False,Not-Duplicate
2810950804,PACKAGE AC CAPACITY 11 TR,2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",0.077,True,False,Not-Duplicate
2810950804,PACKAGE AC CAPACITY 11 TR,2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",0.071,True,False,Not-Duplicate
2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",0.0,True,False,Not-Duplicate
2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",0.071,True,False,Not-Duplicate
2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",0.067,True,False,Not-Duplicate
2810950964,22TR SCROLL COMPRESSOR FOR AC PLANTS,2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,0.0,False,False,Not-Duplicate
2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",0.056,True,False,Not-Duplicate
2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",0.053,True,False,Not-Duplicate
2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,0.0,False,False,Not-Duplicate
2810951674,"30 TR 16,000 CFM,AHU WITH EXPANSION VALVE,V",2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,0.0,False,False,Not-Duplicate
2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",0.357,True,False,Not-Duplicate
2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,0.0,False,False,Not-Duplicate
2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,0.0,False,False,Not-Duplicate
2815811013,"COMPRESSOR, 4.3 TR,MODEL: ZR 61/ HRM 060",2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,0.0,False,False,Not-Duplicate
2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,0.0,False,False,Not-Duplicate
2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,0.0,False,False,Not-Duplicate
2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,0.0,False,False,Not-Duplicate
2815821003,"COMPRESSOR, 5.5 TR,MODEL: ZR 81 / SM 084",2943361065,"GASKET,111MMX63MMX3MM",0.0,False,False,Not-Duplicate
2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,0.091,True,False,Not-Duplicate
2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,0.083,True,False,Not-Duplicate
2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,2943361065,"GASKET,111MMX63MMX3MM",0.167,True,False,Not-Duplicate
2942306124,GASKET CHANNEL TUBE SHEET1291X1225 X6.35,2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,0.111,True,False,Not-Duplicate
2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,0.364,True,False,Not-Duplicate
2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,2943361065,"GASKET,111MMX63MMX3MM",0.125,True,False,Not-Duplicate
2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,0.0,True,False,Not-Duplicate
2942306174,GASKET FLOATING HEAD 1209 X 1177 X 6.4MM,2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",0.0,True,False,Not-Duplicate
2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,2943361065,"GASKET,111MMX63MMX3MM",0.111,True,False,Not-Duplicate
2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,0.0,True,False,Not-Duplicate
2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",0.0,True,False,Not-Duplicate
2942347424,GASKET FLOATING HEAD 494 X 474 X 3MM THK,2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",0.083,True,False,Not-Duplicate
2943361065,"GASKET,111MMX63MMX3MM",2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,0.0,True,False,Not-Duplicate
2943361065,"GASKET,111MMX63MMX3MM",2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",0.0,True,False,Not-Duplicate
2943361065,"GASKET,111MMX63MMX3MM",2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",0.167,True,False,Not-Duplicate
2943361065,"GASKET,111MMX63MMX3MM",2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,0.0,True,False,Not-Duplicate
2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",0.111,True,False,Not-Duplicate
2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",0.0,True,False,Not-Duplicate
2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,0.0,True,False,Not-Duplicate
2943690018,205-E-07 COMPLETE TUBE BUNDLE ASSEMBLY,2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,0.222,True,False,Not-Duplicate
2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",0.0,True,False,Not-Duplicate
2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,0.0,True,False,Not-Duplicate
2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,0.0,True,False,Not-Duplicate
2943750014,"COMPLETE LUBE OIL COOLER,22-KL-2C",2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,0.0,True,False,Not-Duplicate
2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,0.0,True,False,Not-Duplicate
2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,0.0,True,False,Not-Duplicate
2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,0.0,True,False,Not-Duplicate
2944020004,"GASKET,CC-1E2ABCD,1210X1183X3,B,SIDJA",4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",0.0,False,False,Not-Duplicate
2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,0.0,True,False,Not-Duplicate
2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,0.0,True,False,Not-Duplicate
2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",0.0,False,False,Not-Duplicate
2944040764,1E-4B FLOATING HEAD COVER WITH SPLITRING,4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",0.0,False,False,Not-Duplicate
2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,0.0,True,False,Not-Duplicate
2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",0.0,False,False,Not-Duplicate
2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",0.0,False,False,Not-Duplicate
2946330018,73E104A TUBE BUNDLE INCL FLOATIHEAD ASSY,4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",0.0,False,False,Not-Duplicate
2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",0.0,False,False,Not-Duplicate
2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",0.0,False,False,Not-Duplicate
2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",0.0,False,False,Not-Duplicate
2947740018,15-E-16H ATMOSPHER COLUMN OVHD CONDENSER,4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",0.0,False,False,Not-Duplicate
4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",0.727,True,True,Near-Duplicate
4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",0.727,True,True,Near-Duplicate
4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",0.727,True,True,Near-Duplicate
4109100814,"PIPE,CS,SMLS,A106,GRB,PE,1.5IN,80,XS,H2",4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",0.385,True,False,Not-Duplicate
4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",0.8,True,True,Near-Duplicate
4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",0.8,True,True,Near-Duplicate
4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",0.417,True,False,Not-Duplicate
4110100354,"PIPE,CS,SMLS,A106,GRB,PE,1/2IN,80,XS",4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",0.385,True,False,Not-Duplicate
4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",0.8,True,True,Near-Duplicate
4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",0.417,True,False,Not-Duplicate
4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",0.385,True,False,Not-Duplicate
4110100464,"PIPE,CS,SMLS,A106,GRB,PE,3/4IN,80,XS",4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",0.417,True,False,Not-Duplicate
4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",0.417,True,False,Not-Duplicate
4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",0.385,True,False,Not-Duplicate
4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",0.417,True,False,Not-Duplicate
4110100584,"PIPE,CS,SMLS,A106,GRB,PE,1IN,80,XS",4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",0.214,True,False,Not-Duplicate
4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",0.7,True,True,Near-Duplicate
4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",0.778,True,True,Near-Duplicate
4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",0.231,True,False,Not-Duplicate
4110111384,"PIPE,CS,SMLS,A106,GRB,BE,3IN,40",4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",0.231,True,False,Not-Duplicate
4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",0.7,True,True,Near-Duplicate
4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",0.214,True,False,Not-Duplicate
4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",0.214,True,False,Not-Duplicate
4110112294,"PIPE,CS,SMLS,A106,GRB,BE,6IN,40,STD",4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",0.308,True,False,Not-Duplicate
4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",0.231,True,False,Not-Duplicate
4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",0.231,True,False,Not-Duplicate
4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",0.333,True,False,Not-Duplicate
4110112564,"PIPE,CS,SMLS,A106,GRB,BE,8IN,40",4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",0.071,False,False,Not-Duplicate
4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",0.455,True,False,Not-Duplicate
4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",0.455,True,False,Not-Duplicate
4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",0.0,False,False,Not-Duplicate
4140010464,"PIPE,SS,SMLS,A312,GR.TP304,BE,3/4IN,80",4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",0.0,False,False,Not-Duplicate
4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",0.6,True,False,Not-Duplicate
4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",0.0,False,False,Not-Duplicate
4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",0.0,False,False,Not-Duplicate
4140010953,"PIPE,SS,SMLS,A312,GRTP304,BE,2IN,40S",4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",0.0,False,False,Not-Duplicate
4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",0.0,False,False,Not-Duplicate
4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",0.0,False,False,Not-Duplicate
4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",0.0,False,False,Not-Duplicate
4140150954,"PIPE,SS,SMLS,A312,GRTP316L,BE,2IN,40",4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",0.0,False,False,Not-Duplicate
4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",0.556,True,False,Not-Duplicate
4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",0.364,True,False,Not-Duplicate
4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",0.25,True,False,Not-Duplicate
4331014564,"CPLG,FULL,TH,CS,A105,3000,1/2IN",4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",0.25,True,False,Not-Duplicate
4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",0.25,True,False,Not-Duplicate
4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",0.25,True,False,Not-Duplicate
4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",0.25,True,False,Not-Duplicate
